qseqid,sseqid,pident
NP_955147.1,NP_955148.1,41.06
NP_955147.1,YP_009448017.1,40.7
NP_955147.1,YP_009046332.1,40.58
NP_955147.1,NP_955177.1,52.67
NP_955147.1,YP_009046331.1,59.52
NP_955147.1,YP_009448016.1,60.19
NP_955147.1,YP_009046094.1,59.78
NP_955147.1,NP_955147.1,100.0
YP_010789615.1,YP_010841621.1,64.52
YP_010789615.1,YP_010789615.1,100.0
YP_010085677.1,YP_010085677.1,100.0
YP_010777167.1,YP_010782195.1,70.22
YP_010777167.1,YP_010780889.1,71.34
YP_010796915.1,YP_010796915.1,100.0
YP_010777167.1,YP_010841616.1,72.44
YP_010788659.1,YP_010789932.1,74.96
YP_010780909.1,YP_010789597.1,78.15
NP_536609.1,YP_009329792.1,54.78
NP_536609.1,YP_009448018.1,47.24
NP_536609.1,YP_009046333.1,47.41
NP_536609.1,YP_009046096.1,47.48
NP_536609.1,YP_009143326.1,79.02
NP_536609.1,YP_005296351.1,57.9
YP_010780987.1,YP_010782327.1,89.71
YP_010780987.1,YP_010780987.1,100.0
YP_010788659.1,YP_010841338.1,53.65
YP_010788957.1,YP_010788957.1,100.0
YP_010777163.1,YP_010789011.1,68.98
NP_052003.1,YP_009329749.1,82.81
NP_052003.1,YP_005296321.1,83.16
NP_052003.1,YP_009408524.1,83.77
NP_052003.1,YP_009408322.1,83.77
YP_010780909.1,YP_010782216.1,98.16
YP_003987429.1,YP_010776886.1,88.11
YP_003987429.1,YP_003987429.1,100.0
YP_010783546.1,YP_010783546.1,100.0
YP_010777167.1,YP_010777167.1,100.0
YP_009448535.1,YP_009448535.1,100.0
YP_010780593.1,YP_010781887.1,82.88
YP_010780593.1,YP_010780593.1,100.0
YP_010780909.1,YP_010780909.1,100.0
YP_010777167.1,YP_010779705.1,67.84
YP_010777167.1,YP_010789005.1,69.49
NP_052003.1,YP_010085252.1,76.73
NP_052003.1,YP_009408072.1,84.9
NP_052003.1,YP_227500.1,88.31
NP_052003.1,NP_052003.1,100.0
NP_052003.1,YP_233026.1,82.51
NP_052003.1,YP_717453.1,82.51
NP_052003.1,YP_009281891.1,83.19
NP_052003.1,YP_009282837.1,83.36
YP_009448535.1,YP_010803150.1,67.77
YP_010788659.1,YP_010788659.1,100.0
YP_010777163.1,YP_010777163.1,100.0
YP_010777163.1,YP_010779711.1,69.43
YP_010777163.1,YP_010789604.1,69.62
YP_010777163.1,YP_010841611.1,72.56
YP_010777163.1,YP_010782203.1,66.92
YP_010777163.1,YP_010780897.1,67.21
YP_003406966.1,YP_003406966.1,100.0
YP_004732900.1,YP_008357299.1,55.97
YP_004732900.1,YP_009010295.1,56.09
YP_009094732.1,YP_009094732.1,100.0
NP_150550.1,YP_010085811.1,82.96
NP_064938.1,NP_064938.1,100.0
YP_004732896.1,YP_004732896.1,100.0
NP_052003.1,YP_009112840.1,67.95
YP_009701678.1,YP_009701678.1,100.0
YP_010841313.1,YP_010841313.1,100.0
NP_052003.1,YP_009448112.1,74.48
NP_052003.1,YP_009046186.1,74.57
NP_052003.1,YP_009046420.1,74.57
NP_052003.1,YP_009177160.1,75.52
NP_052003.1,YP_009268834.1,77.9
NP_052003.1,YP_010085416.1,76.73
YP_009702126.1,YP_009702126.1,100.0
NP_052003.1,YP_010085603.1,82.34
NP_052003.1,YP_010377133.1,82.34
NP_052003.1,YP_009143452.1,82.84
NP_052003.1,YP_004821481.1,82.73
NP_052003.1,YP_008658538.1,79.33
NP_052003.1,YP_010509354.1,82.16
NP_052003.1,YP_010085811.1,82.25
NP_052003.1,NP_536562.1,82.25
NP_042172.1,NP_052003.1,82.25
NP_052003.1,YP_784337.1,69.02
YP_004732897.1,YP_009010467.1,84.81
YP_004732897.1,YP_008357462.1,84.99
YP_004732897.1,YP_009010932.1,84.9
YP_004732897.1,YP_009010708.1,96.2
YP_004732897.1,YP_004732897.1,100.0
NP_955144.1,YP_009046091.1,78.87
NP_955144.1,YP_009448013.1,78.36
NP_039130.1,YP_009046398.1,98.33
NP_039130.1,YP_009448089.1,98.33
NP_039130.1,YP_009046163.1,98.63
NP_039130.1,NP_039130.1,100.0
YP_010777152.1,YP_010777152.1,100.0
YP_010789888.1,YP_010789888.1,100.0
YP_004732900.1,YP_009021128.1,64.58
YP_005296238.1,YP_005296238.1,100.0
YP_004063542.1,YP_007674779.1,98.95
YP_009702125.1,YP_009702125.1,100.0
YP_009702124.1,YP_009702124.1,100.0
YP_010780147.1,YP_010781422.1,93.34
YP_010780147.1,YP_010780147.1,100.0
YP_009701686.1,YP_009701686.1,100.0
YP_010777150.1,YP_010777150.1,100.0
YP_010789609.1,YP_010841616.1,68.14
YP_010789609.1,YP_010789609.1,100.0
YP_009174752.1,YP_009174752.1,100.0
NP_955144.1,NP_955144.1,100.0
YP_009174751.1,YP_009174751.1,100.0
YP_010777186.1,YP_010777186.1,100.0
YP_004732900.1,YP_009010762.1,73.37
YP_004732900.1,YP_009010534.1,85.16
YP_004732900.1,YP_004732900.1,100.0
YP_010777151.1,YP_010777151.1,100.0
YP_010796916.1,YP_010796916.1,100.0
NP_150550.1,NP_671646.1,83.13
YP_004063542.1,YP_009172610.1,92.64
NP_955144.1,YP_009177089.1,73.28
NP_955144.1,YP_009046328.1,78.67
YP_009174603.1,YP_009174603.1,100.0
YP_010789179.1,YP_010789179.1,100.0
YP_009174603.1,YP_009174728.1,75.59
YP_009174603.1,YP_009174654.1,79.29
NP_051810.1,NP_051985.1,94.94
NP_051810.1,NP_051810.1,100.0
YP_009174772.1,YP_009174772.1,100.0
YP_009701683.1,YP_009701683.1,100.0
YP_009701682.1,YP_009701682.1,100.0
NP_150550.1,YP_717453.1,83.13
YP_004894485.1,YP_010776298.1,93.67
YP_004894485.1,YP_007354333.1,69.35
YP_004894485.1,YP_010789681.1,68.49
YP_004894485.1,YP_010779629.1,69.87
YP_004894485.1,YP_010788925.1,95.04
YP_004894485.1,YP_004894485.1,100.0
NP_150550.1,YP_233026.1,83.22
NP_150550.1,YP_005296321.1,83.09
NP_039134.1,YP_009046402.1,97.18
YP_010796894.1,YP_010796894.1,100.0
YP_010777141.1,YP_010777141.1,100.0
YP_009174602.1,YP_009174602.1,100.0
YP_010777143.1,YP_010777143.1,100.0
NP_955141.1,NP_955141.1,100.0
YP_009174598.1,YP_009174732.1,76.39
YP_009174598.1,YP_009174598.1,100.0
YP_009174596.1,YP_009174596.1,100.0
YP_004063542.1,YP_004063542.1,100.0
NP_619994.1,YP_010509398.1,90.76
NP_619994.1,YP_010085865.1,90.44
NP_619994.1,NP_619994.1,100.0
YP_009701675.1,YP_009701675.1,100.0
NP_039134.1,YP_009448093.1,97.32
YP_009703493.1,YP_009703648.1,100.0
YP_004732904.1,YP_009010536.1,94.99
YP_005296245.1,YP_005296245.1,100.0
YP_009174791.1,YP_009174791.1,100.0
NP_536605.1,NP_619994.1,88.37
NP_150550.1,YP_009281891.1,83.9
YP_009701671.1,YP_009701671.1,100.0
NP_052003.1,YP_003457407.1,68.6
NP_052003.1,YP_009389387.1,69.29
NP_052003.1,YP_009480652.1,75.46
YP_009174567.1,YP_009174567.1,100.0
YP_009174568.1,YP_009174568.1,100.0
NP_039134.1,NP_039134.1,100.0
YP_009703493.1,YP_009927164.1,99.07
YP_009703493.1,YP_009703493.1,100.0
YP_009640093.1,YP_009640093.1,100.0
YP_009703493.1,YP_009703809.1,100.0
YP_001497512.1,YP_009325606.1,87.03
YP_001497512.1,YP_009665335.1,99.45
YP_001497512.1,YP_001497512.1,100.0
YP_009703498.1,YP_009927169.1,97.94
YP_009703498.1,YP_009703653.1,99.87
YP_009703498.1,YP_009703814.1,99.87
YP_009703498.1,YP_009703498.1,100.0
YP_009046058.1,YP_009177056.1,83.31
YP_009046058.1,YP_009447975.1,98.99
YP_009046058.1,YP_009046058.1,100.0
NP_042233.1,NP_619994.1,85.29
NP_619994.1,YP_010085656.1,87.27
NP_619994.1,YP_010377173.1,88.4
NP_039134.1,YP_009046167.1,97.32
YP_010841963.1,YP_010841963.1,100.0
YP_004732853.1,YP_009010664.1,94.59
NP_150550.1,YP_009282837.1,83.98
NP_150550.1,YP_009329749.1,83.0
YP_004732854.1,YP_004732854.1,100.0
YP_010788950.1,YP_010788950.1,100.0
YP_010796892.1,YP_010796892.1,100.0
YP_004732908.1,YP_009010540.1,88.08
YP_004732908.1,YP_004732908.1,100.0
YP_004732904.1,YP_004732904.1,100.0
YP_004732904.1,YP_009010298.1,82.29
YP_004732904.1,YP_008357301.1,82.08
YP_004732904.1,YP_009010764.1,82.5
NP_955132.1,NP_955132.1,100.0
YP_008658488.1,YP_009329703.1,72.54
YP_009701667.1,YP_009701667.1,100.0
NP_955105.1,NP_955105.1,100.0
YP_010796886.1,YP_010796886.1,100.0
YP_004732908.1,YP_009010301.1,60.37
YP_004732908.1,YP_008357305.1,74.33
YP_004732908.1,YP_009010769.1,69.75
YP_010841674.1,YP_010841674.1,100.0
YP_004732913.1,YP_009010545.1,83.82
YP_004732913.1,YP_004732913.1,100.0
YP_004732851.1,YP_004732851.1,100.0
YP_004732852.1,YP_009010439.1,69.62
YP_004732852.1,YP_009010904.1,65.44
YP_004732852.1,YP_008357421.1,71.86
YP_004732852.1,YP_009010663.1,80.11
YP_004732852.1,YP_004732852.1,100.0
YP_009701657.1,YP_009701657.1,100.0
YP_004732853.1,YP_004732853.1,100.0
NP_039137.1,YP_009046405.1,96.07
NP_039137.1,YP_009448096.1,96.41
YP_009665601.1,YP_009665601.1,100.0
YP_010841850.1,YP_010841850.1,100.0
NP_048113.1,YP_009001703.1,58.17
YP_008658488.1,YP_010085204.1,72.69
YP_010796881.1,YP_010796881.1,100.0
YP_004063542.1,YP_009173162.1,70.94
YP_004061790.1,YP_004063542.1,71.79
YP_009254856.1,YP_009507087.1,77.25
YP_009254856.1,YP_009345213.1,78.29
YP_009254856.1,YP_009254856.1,100.0
NP_955105.1,YP_009177056.1,78.63
NP_955105.1,YP_009447975.1,79.54
NP_955105.1,YP_009046058.1,79.67
NP_955105.1,YP_009046295.1,79.8
NP_051828.1,YP_009046420.1,74.91
NP_051828.1,NP_052003.1,96.97
NP_051828.1,NP_051828.1,100.0
YP_010789180.1,YP_010789180.1,100.0
NP_048107.1,NP_048107.1,100.0
NP_048113.1,YP_008004326.1,55.38
NP_048113.1,YP_008004626.1,55.84
NP_048113.1,YP_008003761.1,55.74
NP_048113.1,YP_008004022.1,55.96
NP_039137.1,NP_039137.1,100.0
YP_004063542.1,YP_009172883.1,56.21
NP_048113.1,NP_048113.1,100.0
YP_009174543.1,YP_009174543.1,100.0
YP_008658488.1,YP_010085368.1,72.85
NP_039137.1,NP_955270.1,71.81
NP_039137.1,YP_009046170.1,95.96
NP_051828.1,NP_536562.1,81.99
NP_042172.1,NP_051828.1,81.9
NP_051828.1,YP_010509354.1,82.08
NP_051828.1,YP_010085603.1,82.08
NP_051828.1,YP_010377133.1,82.08
NP_051828.1,YP_004821481.1,82.22
NP_051828.1,YP_009329749.1,82.12
NP_051828.1,YP_233026.1,82.42
NP_051828.1,YP_009281891.1,82.84
NP_051828.1,YP_009282837.1,83.02
NP_051828.1,YP_009408524.1,83.35
NP_051828.1,YP_009408322.1,83.35
NP_051828.1,YP_009408072.1,84.39
NP_051828.1,NP_938371.1,85.47
NP_051828.1,NP_073501.1,85.81
NP_051828.1,YP_227500.1,87.97
YP_008658488.1,YP_009282791.1,75.52
YP_010842201.1,YP_010842201.1,100.0
NP_051828.1,YP_784337.1,69.1
YP_008658488.1,YP_009408026.1,76.05
YP_008658488.1,YP_010509308.1,76.3
YP_007354752.1,YP_007354752.1,100.0
NP_051828.1,YP_009143452.1,82.5
NP_051828.1,YP_717453.1,82.25
NP_051828.1,YP_005296321.1,82.47
YP_010783535.1,YP_010783535.1,100.0
NP_051828.1,YP_009268834.1,77.21
NP_051828.1,YP_009177160.1,75.61
NP_051828.1,YP_010085416.1,76.99
NP_051828.1,YP_010085252.1,77.08
NP_051828.1,YP_008658538.1,78.61
NP_051828.1,YP_010085811.1,81.99
YP_009703500.1,YP_009703500.1,100.0
YP_009174534.1,YP_009174534.1,100.0
YP_010780594.1,YP_010780594.1,100.0
YP_010777138.1,YP_010777138.1,100.0
YP_004347364.1,YP_009345211.1,92.79
YP_004347364.1,YP_004347364.1,100.0
YP_004347364.1,YP_009507089.1,77.87
YP_004347364.1,YP_009238961.1,81.8
NP_051828.1,YP_009112840.1,67.92
NP_051828.1,NP_957878.1,68.57
NP_051828.1,YP_003457407.1,68.83
NP_051828.1,YP_009389387.1,69.52
NP_051828.1,NP_958010.1,69.7
NP_051828.1,YP_009480652.1,75.11
NP_051828.1,YP_009046186.1,74.91
NP_051828.1,YP_009448112.1,74.83
NP_619999.1,NP_619999.1,100.0
NP_619999.1,NP_955149.1,46.33
NP_619999.1,YP_009046096.1,47.08
NP_619999.1,YP_009448018.1,47.22
NP_619999.1,YP_009046333.1,47.7
NP_619999.1,YP_009143326.1,80.81
NP_619999.1,YP_005296351.1,56.52
NP_619999.1,YP_004821357.1,70.92
NP_619999.1,YP_009281948.1,74.55
NP_619999.1,YP_009282894.1,74.48
NP_619999.1,YP_009408189.1,76.9
YP_010777136.1,YP_010777136.1,100.0
YP_008658488.1,YP_010085766.1,76.38
YP_009703500.1,YP_009927171.1,97.82
YP_009703500.1,YP_009703816.1,99.72
YP_009703500.1,YP_009703655.1,99.91
YP_009174840.1,YP_009174840.1,100.0
YP_009703506.1,YP_009927177.1,99.6
YP_009703506.1,YP_009703661.1,99.92
YP_009703506.1,YP_009703822.1,99.92
YP_009703506.1,YP_009703506.1,100.0
NP_955177.1,YP_009046331.1,51.72
NP_955177.1,YP_009448016.1,52.08
NP_955177.1,YP_009046094.1,51.85
NP_955177.1,NP_955177.1,100.0
NP_619999.1,YP_010377176.1,85.3
NP_536609.1,NP_619999.1,85.55
NP_619999.1,YP_010509402.1,86.77
NP_619999.1,YP_010085869.1,90.51
NP_042238.1,NP_619999.1,92.86
NP_619999.1,NP_671688.1,93.57
NP_619999.1,YP_717526.1,95.31
YP_004732838.1,YP_009010413.1,76.71
YP_004732838.1,YP_009010655.1,92.44
YP_009174518.1,YP_009174518.1,100.0
NP_955178.1,YP_009448016.1,38.51
NP_955178.1,YP_009046331.1,38.38
NP_955178.1,YP_009448017.1,49.7
NP_955178.1,YP_009046095.1,49.57
NP_955178.1,YP_009046332.1,49.24
NP_619999.1,YP_009329792.1,53.23
YP_009702138.1,YP_009702138.1,100.0
NP_619999.1,YP_009408395.1,78.78
NP_619999.1,YP_009143508.1,80.22
NP_619999.1,YP_010085660.1,80.92
YP_008658488.1,YP_010085554.1,76.46
NP_065040.1,NP_065040.1,100.0
NP_955177.1,YP_009046332.1,38.64
YP_010842251.1,YP_010842251.1,100.0
YP_010777119.1,YP_010841559.1,66.07
YP_010777119.1,YP_010777119.1,100.0
NP_955178.1,YP_009046117.1,74.12
NP_955178.1,NP_955178.1,100.0
YP_010777127.1,YP_010777127.1,100.0
YP_010085680.1,YP_010085680.1,100.0
YP_010789706.1,YP_010789706.1,100.0
YP_010777131.1,YP_010777131.1,100.0
YP_010777129.1,YP_010777129.1,100.0
YP_009254899.1,YP_009254899.1,100.0
YP_010789837.1,YP_010789837.1,100.0
YP_010085558.1,YP_010377091.1,97.61
YP_004732838.1,YP_009010879.1,76.51
YP_004732838.1,YP_004732838.1,100.0
YP_004732838.1,YP_008357410.1,76.4
YP_010777209.1,YP_010841906.1,48.53
YP_010777209.1,YP_010777209.1,100.0
YP_010777209.1,YP_010781677.1,37.34
YP_010085558.1,YP_010085770.1,98.62
YP_010085558.1,YP_010085558.1,100.0
YP_010796861.1,YP_010796861.1,100.0
YP_010777654.1,YP_010777654.1,100.0
YP_008658488.1,YP_010377087.1,76.22
NP_955071.1,NP_955071.1,100.0
YP_008658488.1,YP_008658488.1,100.0
YP_010085587.1,YP_233011.1,96.64
YP_010788856.1,YP_010788856.1,100.0
YP_009254903.1,YP_009507230.1,69.54
YP_009254903.1,YP_009254903.1,100.0
YP_004347362.1,YP_009507087.1,81.18
YP_008658488.1,YP_009448056.1,67.57
YP_004732928.1,YP_004732928.1,100.0
YP_004732928.1,YP_009010558.1,86.64
YP_007354741.1,YP_010790095.1,85.78
YP_007354741.1,YP_007354741.1,100.0
YP_010777209.1,YP_010780386.1,38.1
YP_010777209.1,YP_010779429.1,45.84
YP_007354741.1,YP_010777733.1,49.91
YP_004347362.1,YP_009094861.1,78.5
YP_004347362.1,YP_009238959.1,84.06
YP_004347362.1,YP_009345213.1,95.27
YP_010777108.1,YP_010777108.1,100.0
YP_007354741.1,YP_010788479.1,55.4
YP_007354741.1,YP_010777739.1,66.73
YP_010085672.1,YP_010085672.1,100.0
YP_010777209.1,YP_010789855.1,46.34
YP_010777209.1,YP_010788744.1,47.17
YP_004732928.1,YP_009010785.1,64.17
YP_009640081.1,YP_009640081.1,100.0
YP_007354741.1,YP_010779989.1,51.27
YP_007354741.1,YP_010777726.1,51.15
YP_007354741.1,YP_010841180.1,51.01
YP_007354741.1,YP_010788353.1,51.61
YP_007354741.1,YP_010776821.1,51.84
YP_007354741.1,YP_010841334.1,54.22
YP_010777107.1,YP_010777107.1,100.0
YP_009702153.1,YP_009702153.1,100.0
YP_001426167.1,YP_009701899.1,56.28
YP_001426167.1,YP_009701902.1,81.4
YP_001426167.1,YP_001426167.1,100.0
YP_004347362.1,YP_009254856.1,77.83
YP_009640082.1,YP_009640082.1,100.0
NP_955179.1,NP_955179.1,100.0
NP_039152.1,YP_009448112.1,98.18
NP_039152.1,YP_009046420.1,98.18
NP_039152.1,YP_009046186.1,98.27
NP_039152.1,YP_227500.1,76.26
YP_009665579.1,YP_009665579.1,100.0
YP_009665578.1,YP_009665578.1,100.0
YP_008658488.1,YP_009046368.1,67.57
NP_039152.1,NP_039152.1,100.0
YP_010085686.1,YP_010085686.1,100.0
YP_008658488.1,YP_009046131.1,67.57
YP_003987107.1,YP_003987107.1,100.0
YP_009174478.1,YP_009174478.1,100.0
YP_003987107.1,YP_010777504.1,93.39
YP_009174848.1,YP_009174848.1,100.0
YP_004732928.1,YP_008357321.1,63.9
YP_004732928.1,YP_009010316.1,64.17
NP_039152.1,NP_570532.1,74.33
NP_039152.1,NP_051828.1,74.74
NP_039152.1,YP_009329749.1,74.59
NP_039152.1,YP_008658538.1,74.55
NP_039152.1,NP_938371.1,74.57
NP_039152.1,YP_009408072.1,75.48
YP_009282698.1,YP_227521.1,38.14
YP_227521.1,YP_227521.1,100.0
NP_149647.1,NP_149647.1,100.0
YP_010781015.1,YP_010782345.1,99.22
YP_010781015.1,YP_010781015.1,100.0
